,age,california_region,total_rooms,total_bedrooms,population,households,median_house_value
7417,ate_29,sul,2714.0,881.0,1549.0,853.0,157500.0
7418,acima_37,sul,1779.0,431.0,1507.0,380.0,159800.0
7419,ate_37,sul,2661.0,765.0,2324.0,724.0,137500.0
7420,ate_29,sul,4770.0,1328.0,3201.0,1196.0,147700.0
7421,acima_37,sul,1028.0,278.0,1369.0,261.0,144600.0
7422,acima_37,sul,1794.0,508.0,2188.0,454.0,142200.0
7423,ate_37,sul,2225.0,601.0,2755.0,610.0,150400.0
7424,ate_37,sul,1451.0,435.0,1888.0,420.0,149100.0
7425,ate_37,sul,1050.0,252.0,918.0,236.0,146900.0
7426,ate_37,sul,617.0,189.0,810.0,180.0,162500.0
7427,ate_37,sul,2040.0,576.0,2649.0,561.0,170600.0
7428,ate_37,sul,2746.0,697.0,1973.0,598.0,192800.0
7429,ate_29,sul,3156.0,857.0,2394.0,787.0,191900.0
7430,ate_29,sul,2260.0,692.0,1603.0,673.0,223300.0
7431,ate_37,sul,2055.0,448.0,1134.0,408.0,235400.0
7432,ate_37,sul,1660.0,366.0,928.0,398.0,269700.0
7433,ate_37,sul,2583.0,663.0,1675.0,612.0,265000.0
7434,ate_37,sul,2461.0,535.0,1236.0,482.0,244000.0
7435,ate_29,sul,2108.0,534.0,1485.0,536.0,241400.0
7436,ate_29,sul,2159.0,523.0,1331.0,520.0,264500.0
7437,ate_29,sul,1884.0,554.0,1337.0,549.0,272800.0
7438,ate_29,sul,1949.0,559.0,1282.0,498.0,231300.0
7439,ate_37,sul,1056.0,225.0,565.0,231.0,230000.0
7440,ate_37,sul,981.0,222.0,734.0,239.0,232400.0
7441,ate_37,sul,1547.0,344.0,956.0,287.0,225000.0
7442,ate_29,sul,3309.0,902.0,2299.0,837.0,237000.0
7443,ate_29,sul,1127.0,287.0,697.0,241.0,220300.0
7444,de_0_ate_18,sul,2887.0,853.0,2197.0,800.0,207900.0
7445,ate_37,sul,1740.0,387.0,1249.0,375.0,233900.0
7446,ate_29,sul,1769.0,440.0,1371.0,414.0,232700.0
7447,acima_37,sul,822.0,180.0,480.0,177.0,225800.0
7448,ate_37,sul,1583.0,411.0,1097.0,350.0,238200.0
7449,ate_37,sul,1567.0,362.0,1054.0,386.0,233900.0
7450,ate_29,sul,1459.0,362.0,1150.0,354.0,237500.0
7451,acima_37,sul,1420.0,286.0,886.0,290.0,261300.0
7452,ate_37,sul,2823.0,500.0,1429.0,483.0,279600.0
7453,ate_29,sul,2075.0,463.0,1216.0,446.0,281500.0
7454,ate_29,sul,2139.0,481.0,971.0,418.0,271300.0
7455,ate_37,sul,1248.0,206.0,551.0,185.0,348200.0
7456,ate_37,sul,1770.0,291.0,916.0,289.0,354200.0
7457,ate_29,sul,13133.0,3680.0,7180.0,3522.0,354700.0
7458,ate_37,sul,1102.0,193.0,522.0,172.0,342000.0
7459,ate_29,sul,7591.0,1710.0,3420.0,1635.0,328900.0
7460,ate_29,sul,6224.0,1105.0,3152.0,1076.0,500001.0
7461,ate_29,sul,8272.0,1132.0,3392.0,1132.0,500001.0
7462,ate_37,sul,3677.0,573.0,1598.0,568.0,378000.0
7463,de_0_ate_18,sul,2485.0,742.0,1994.0,670.0,183200.0
7464,acima_37,sul,1512.0,348.0,1545.0,351.0,160300.0
7465,acima_37,sul,1676.0,322.0,846.0,295.0,209500.0
7466,de_0_ate_18,sul,2921.0,685.0,1512.0,664.0,176400.0
7467,ate_37,sul,2233.0,605.0,1934.0,599.0,194900.0
7468,ate_37,sul,1471.0,423.0,995.0,386.0,188700.0
7469,ate_37,sul,1109.0,354.0,1119.0,334.0,200000.0
7470,acima_37,sul,1268.0,240.0,661.0,239.0,229100.0
7471,acima_37,sul,2295.0,560.0,1543.0,528.0,194100.0
7472,ate_37,sul,1939.0,505.0,1584.0,466.0,199500.0
7473,acima_37,sul,2850.0,709.0,1510.0,670.0,274300.0
7474,acima_37,sul,2304.0,442.0,862.0,429.0,417900.0
7475,ate_37,sul,2455.0,556.0,989.0,493.0,325000.0
7476,ate_37,sul,3659.0,921.0,1338.0,835.0,366100.0
7477,ate_37,sul,6871.0,1180.0,2216.0,1130.0,495600.0
7478,ate_29,sul,3902.0,610.0,1468.0,632.0,500001.0
7479,ate_37,sul,3946.0,695.0,1361.0,620.0,500001.0
7480,acima_37,sul,1295.0,281.0,578.0,273.0,405100.0
7481,acima_37,sul,1096.0,247.0,423.0,230.0,500001.0
7482,ate_37,sul,2963.0,838.0,1129.0,745.0,500001.0
7483,acima_37,sul,2158.0,582.0,1061.0,577.0,355300.0
7484,ate_37,sul,1616.0,465.0,773.0,429.0,313600.0
7485,ate_37,sul,1390.0,458.0,874.0,468.0,200000.0
7486,ate_37,sul,2832.0,883.0,1594.0,843.0,312500.0
7487,ate_37,sul,3463.0,1170.0,1845.0,1134.0,243800.0
7488,ate_37,sul,2353.0,728.0,1365.0,718.0,283300.0
7489,ate_29,sul,1111.0,300.0,526.0,294.0,383300.0
7490,acima_37,sul,2373.0,601.0,1135.0,576.0,225000.0
7491,acima_37,sul,1902.0,488.0,848.0,478.0,175000.0
7492,acima_37,sul,2195.0,483.0,1265.0,455.0,397900.0
7493,acima_37,sul,3110.0,764.0,1557.0,763.0,367100.0
7494,acima_37,sul,1740.0,360.0,748.0,357.0,411100.0
7495,acima_37,sul,1821.0,447.0,777.0,441.0,355200.0
7496,acima_37,sul,2810.0,670.0,1109.0,624.0,355000.0
7497,acima_37,sul,3518.0,812.0,1724.0,758.0,338100.0
7498,acima_37,sul,1835.0,380.0,956.0,370.0,243600.0
7499,acima_37,sul,1825.0,404.0,728.0,363.0,322600.0
7500,acima_37,sul,1424.0,300.0,632.0,278.0,295200.0
7501,acima_37,sul,2283.0,509.0,1093.0,475.0,252000.0
7502,acima_37,sul,1879.0,395.0,946.0,409.0,254700.0
7503,acima_37,sul,1372.0,275.0,674.0,271.0,202100.0
7504,acima_37,sul,995.0,184.0,462.0,194.0,242000.0
7505,acima_37,sul,1769.0,429.0,993.0,405.0,139400.0
7506,acima_37,sul,1767.0,417.0,1052.0,379.0,157000.0
7507,ate_37,sul,3239.0,806.0,2331.0,765.0,125800.0
7508,acima_37,sul,1690.0,379.0,1017.0,359.0,133500.0
7509,acima_37,sul,2365.0,638.0,2259.0,607.0,120700.0
7510,acima_37,sul,1400.0,376.0,1139.0,315.0,120000.0
7511,ate_37,sul,1083.0,342.0,1023.0,295.0,143800.0
7512,ate_37,sul,1819.0,499.0,1666.0,482.0,125900.0
7513,acima_37,sul,3745.0,798.0,1502.0,808.0,195800.0
7514,acima_37,sul,1356.0,333.0,796.0,329.0,189700.0
7515,ate_37,sul,3140.0,466.0,1214.0,464.0,350400.0
7516,acima_37,sul,2005.0,368.0,909.0,364.0,268900.0
7517,acima_37,sul,2657.0,548.0,1145.0,524.0,287100.0
7518,ate_37,sul,3702.0,648.0,1449.0,614.0,313700.0
7519,acima_37,sul,1559.0,305.0,891.0,341.0,259400.0
7520,acima_37,sul,813.0,185.0,344.0,154.0,218800.0
7521,ate_37,sul,2861.0,816.0,1715.0,775.0,160900.0
7522,ate_29,sul,4651.0,1281.0,2917.0,1121.0,142500.0
7523,ate_29,sul,1284.0,283.0,990.0,289.0,195800.0
7524,acima_37,sul,2146.0,573.0,2009.0,592.0,177300.0
7525,ate_29,sul,1849.0,518.0,1498.0,451.0,170000.0
7526,ate_29,sul,1802.0,556.0,1286.0,557.0,146900.0
7527,de_0_ate_18,sul,3431.0,934.0,2365.0,810.0,129200.0
7528,acima_37,sul,2532.0,627.0,2038.0,591.0,177500.0
7529,acima_37,sul,1139.0,302.0,1283.0,306.0,163900.0
7530,acima_37,sul,1116.0,303.0,1082.0,299.0,170800.0
7531,ate_29,sul,3231.0,1089.0,3193.0,1020.0,177200.0
7532,acima_37,sul,1390.0,410.0,1666.0,371.0,156800.0
7533,acima_37,sul,2169.0,688.0,3036.0,639.0,148500.0
7534,ate_37,sul,939.0,284.0,1309.0,250.0,152300.0
7535,acima_37,sul,520.0,116.0,392.0,106.0,202500.0
7536,ate_37,sul,1132.0,347.0,1433.0,341.0,170000.0
7537,ate_29,sul,4445.0,1231.0,3340.0,1113.0,204500.0
7538,acima_37,sul,1231.0,231.0,793.0,256.0,226800.0
7539,ate_29,sul,3695.0,1144.0,2308.0,1009.0,229300.0
7540,ate_29,sul,2807.0,883.0,1546.0,815.0,233800.0
7541,acima_37,sul,1949.0,422.0,1184.0,423.0,225600.0
7542,acima_37,sul,2048.0,439.0,1191.0,429.0,222500.0
7543,ate_37,sul,2064.0,474.0,1366.0,421.0,243100.0
7544,acima_37,sul,1935.0,388.0,1136.0,379.0,230000.0
7545,acima_37,sul,1355.0,349.0,655.0,329.0,205000.0
7546,acima_37,sul,1166.0,222.0,640.0,206.0,230400.0
7547,ate_29,sul,3380.0,922.0,2276.0,854.0,214000.0
7548,acima_37,sul,756.0,122.0,371.0,130.0,329200.0
7549,acima_37,sul,1719.0,426.0,1266.0,424.0,228000.0
7550,ate_37,sul,760.0,174.0,723.0,198.0,227600.0
7551,acima_37,sul,1362.0,237.0,709.0,247.0,336200.0
7552,ate_37,sul,2408.0,534.0,1644.0,523.0,236800.0
7553,ate_37,sul,2518.0,543.0,1107.0,508.0,295800.0
7554,ate_29,sul,1313.0,319.0,827.0,308.0,260800.0
7555,ate_29,sul,1375.0,286.0,829.0,278.0,230700.0
7556,ate_29,sul,2845.0,710.0,1611.0,628.0,267400.0
7557,ate_29,sul,2114.0,541.0,1300.0,538.0,290000.0
7558,ate_29,sul,2512.0,575.0,1275.0,544.0,293000.0
7559,de_0_ate_18,sul,1082.0,291.0,598.0,281.0,281900.0
7560,acima_37,sul,1768.0,314.0,802.0,290.0,295900.0
7561,acima_37,sul,1249.0,218.0,583.0,214.0,330700.0
7562,ate_37,sul,681.0,122.0,360.0,128.0,332600.0
7563,ate_37,sul,2126.0,434.0,1044.0,433.0,297400.0
7564,ate_37,sul,1865.0,345.0,963.0,302.0,305900.0
7565,ate_37,sul,1390.0,230.0,683.0,219.0,334400.0
7566,ate_37,sul,1577.0,279.0,743.0,274.0,343000.0
7567,ate_29,sul,11016.0,3170.0,6664.0,2838.0,361300.0
7568,ate_37,sul,1660.0,300.0,943.0,300.0,353600.0
7569,ate_37,sul,2828.0,487.0,1439.0,490.0,350200.0
7570,ate_37,sul,1378.0,247.0,645.0,217.0,343400.0
7571,ate_37,sul,1784.0,311.0,901.0,293.0,339000.0
7572,ate_37,sul,1083.0,187.0,522.0,187.0,339500.0
7573,ate_37,sul,2211.0,502.0,1113.0,488.0,356800.0
7574,ate_29,sul,9042.0,2022.0,4458.0,1944.0,378800.0
7575,ate_37,sul,2629.0,369.0,966.0,375.0,500001.0
7576,ate_37,sul,5166.0,704.0,2071.0,668.0,500001.0
7577,de_0_ate_18,sul,443.0,111.0,48.0,21.0,71300.0
7578,de_0_ate_18,sul,17339.0,2866.0,8721.0,2803.0,225200.0
7579,acima_37,sul,1283.0,246.0,594.0,236.0,229200.0
7580,ate_37,sul,1444.0,317.0,1177.0,311.0,164600.0
7581,de_0_ate_18,sul,1787.0,463.0,1671.0,448.0,151500.0
7582,de_0_ate_18,sul,2127.0,581.0,1989.0,530.0,174100.0
7583,ate_37,sul,2080.0,455.0,1939.0,484.0,176600.0
7584,ate_37,sul,1392.0,326.0,1181.0,303.0,176400.0
7585,ate_37,sul,2272.0,558.0,2164.0,484.0,175700.0
7586,ate_37,sul,1438.0,309.0,1378.0,306.0,170400.0
7587,ate_29,sul,2890.0,821.0,2203.0,705.0,185100.0
7588,acima_37,sul,1140.0,300.0,643.0,252.0,178400.0
7589,ate_37,sul,1608.0,373.0,1217.0,374.0,190200.0
7590,ate_37,sul,2949.0,794.0,2106.0,746.0,177300.0
7591,ate_37,sul,1829.0,512.0,1345.0,500.0,198900.0
7592,de_0_ate_18,sul,854.0,350.0,542.0,321.0,325000.0
7593,acima_37,sul,600.0,171.0,377.0,181.0,184400.0
7594,acima_37,sul,1713.0,416.0,1349.0,427.0,191800.0
7595,de_0_ate_18,sul,3327.0,1011.0,2683.0,857.0,185400.0
7596,de_0_ate_18,sul,1431.0,473.0,1438.0,429.0,221400.0
7597,de_0_ate_18,sul,6526.0,2007.0,3298.0,1790.0,250000.0
7598,ate_29,sul,2450.0,618.0,1054.0,578.0,262500.0
7599,de_0_ate_18,sul,4150.0,1148.0,1808.0,1041.0,232400.0
7600,de_0_ate_18,sul,2606.0,748.0,1373.0,680.0,225000.0
7601,ate_29,sul,4604.0,1319.0,2391.0,1227.0,263100.0
7602,de_0_ate_18,sul,4382.0,1560.0,2138.0,1411.0,197900.0
7603,ate_29,sul,1883.0,512.0,774.0,478.0,396400.0
7604,ate_29,sul,4670.0,1161.0,1914.0,1094.0,367700.0
7605,ate_29,sul,4287.0,627.0,1498.0,615.0,500001.0
7606,ate_37,sul,2821.0,399.0,843.0,391.0,500001.0
7607,acima_37,sul,5518.0,979.0,1863.0,957.0,500001.0
7608,acima_37,sul,4408.0,1295.0,1690.0,1229.0,300000.0
7609,acima_37,sul,1349.0,344.0,547.0,309.0,383300.0
7610,ate_37,sul,3180.0,865.0,1347.0,841.0,500001.0
7611,ate_37,sul,6348.0,1827.0,2559.0,1755.0,225000.0
7612,ate_37,sul,2697.0,706.0,1059.0,689.0,500001.0
7613,ate_29,sul,630.0,172.0,257.0,147.0,400000.0
7614,ate_29,sul,4247.0,1253.0,1766.0,1170.0,341700.0
7615,acima_37,sul,1466.0,254.0,600.0,253.0,393600.0
7616,acima_37,sul,1234.0,223.0,543.0,213.0,423700.0
7617,ate_29,sul,4376.0,1202.0,1847.0,1128.0,312500.0
7618,ate_29,sul,3008.0,938.0,1224.0,816.0,300000.0
7619,acima_37,sul,2203.0,437.0,899.0,384.0,486900.0
7620,acima_37,sul,2195.0,435.0,884.0,432.0,486400.0
7621,acima_37,sul,1084.0,247.0,468.0,255.0,474300.0
7622,acima_37,sul,2519.0,537.0,1117.0,516.0,405600.0
7623,acima_37,sul,2703.0,663.0,1045.0,619.0,287500.0
7624,acima_37,sul,2309.0,526.0,870.0,546.0,453400.0
7625,acima_37,sul,843.0,160.0,333.0,151.0,446000.0
7626,acima_37,sul,2402.0,506.0,878.0,464.0,500001.0
7627,acima_37,sul,1608.0,289.0,630.0,252.0,500001.0
7628,acima_37,sul,2346.0,437.0,1121.0,400.0,444300.0
7629,acima_37,sul,1266.0,234.0,539.0,222.0,275000.0
7630,acima_37,sul,2369.0,544.0,1252.0,522.0,296100.0
7631,ate_37,sul,2457.0,552.0,1159.0,523.0,345300.0
7632,acima_37,sul,1197.0,231.0,671.0,219.0,278500.0
7633,acima_37,sul,888.0,170.0,514.0,161.0,202800.0
7634,acima_37,sul,1465.0,278.0,727.0,290.0,289400.0
7635,acima_37,sul,1809.0,424.0,1094.0,382.0,143000.0
7636,ate_29,sul,542.0,161.0,442.0,131.0,333300.0
7637,acima_37,sul,1350.0,287.0,811.0,307.0,140900.0
7638,acima_37,sul,1425.0,285.0,838.0,296.0,188400.0
7639,acima_37,sul,213.0,44.0,138.0,52.0,196400.0
7640,acima_37,sul,1236.0,309.0,966.0,292.0,122200.0
7641,acima_37,sul,1944.0,458.0,981.0,377.0,193200.0
7642,ate_37,sul,2263.0,430.0,900.0,382.0,246800.0
7643,ate_37,sul,3228.0,543.0,1305.0,520.0,397000.0
7644,ate_37,sul,4018.0,564.0,1400.0,568.0,439100.0
7645,acima_37,sul,303.0,69.0,131.0,73.0,331800.0
7646,acima_37,sul,1833.0,355.0,847.0,348.0,287800.0
7647,ate_37,sul,6699.0,1781.0,2725.0,1544.0,285700.0
7648,ate_29,sul,6672.0,1729.0,3333.0,1557.0,179800.0
7649,ate_29,sul,3616.0,1060.0,2515.0,945.0,153100.0
7650,ate_29,sul,138.0,23.0,100.0,20.0,175000.0
7651,ate_37,sul,924.0,349.0,1376.0,358.0,262500.0
7652,ate_37,sul,1067.0,286.0,1053.0,277.0,181700.0
7653,ate_37,sul,2265.0,813.0,3425.0,781.0,149400.0
7654,acima_37,sul,1130.0,201.0,503.0,196.0,246300.0
7655,de_0_ate_18,sul,199.0,41.0,61.0,56.0,245800.0
7656,acima_37,sul,938.0,181.0,502.0,171.0,218300.0
7657,acima_37,sul,928.0,187.0,521.0,185.0,242700.0
7658,acima_37,sul,1073.0,206.0,556.0,204.0,245600.0
7659,ate_37,sul,1075.0,197.0,509.0,197.0,238900.0
7660,acima_37,sul,1869.0,427.0,1334.0,435.0,227800.0
7661,ate_37,sul,1651.0,269.0,707.0,252.0,294800.0
7662,ate_37,sul,332.0,103.0,177.0,102.0,256300.0
7663,ate_29,sul,2696.0,548.0,1142.0,473.0,356800.0
7664,acima_37,sul,1325.0,245.0,669.0,253.0,324000.0
7665,ate_29,sul,1688.0,331.0,811.0,327.0,334200.0
7666,ate_29,sul,2620.0,530.0,1282.0,525.0,340700.0
7667,ate_29,sul,966.0,172.0,417.0,158.0,342600.0
7668,ate_29,sul,1829.0,331.0,891.0,356.0,359900.0
7669,ate_29,sul,757.0,148.0,361.0,141.0,304200.0
7670,ate_29,sul,2516.0,485.0,1128.0,433.0,338600.0
7671,de_0_ate_18,sul,2907.0,726.0,1573.0,694.0,294000.0
7672,ate_29,sul,2685.0,581.0,1243.0,529.0,324000.0
7673,ate_37,sul,2415.0,404.0,1278.0,414.0,341200.0
7674,ate_37,sul,3662.0,586.0,1626.0,611.0,410000.0
7675,ate_29,sul,5622.0,998.0,2537.0,1009.0,395300.0
7676,ate_37,sul,1751.0,328.0,819.0,323.0,339000.0
7677,ate_29,sul,3245.0,605.0,1572.0,556.0,379000.0
7678,ate_37,sul,1207.0,207.0,601.0,213.0,353400.0
7679,acima_37,sul,2794.0,444.0,1319.0,441.0,387800.0
7680,ate_37,sul,2463.0,447.0,1125.0,424.0,352700.0
7681,ate_37,sul,2416.0,394.0,1115.0,386.0,366900.0
7682,ate_37,sul,2815.0,607.0,1338.0,609.0,381200.0
7683,ate_37,sul,2031.0,339.0,817.0,337.0,458300.0
7684,ate_37,sul,1283.0,209.0,563.0,209.0,500001.0
7685,ate_37,sul,5057.0,790.0,2021.0,748.0,482200.0
7686,ate_37,sul,1596.0,234.0,654.0,223.0,500001.0
7687,ate_29,sul,6339.0,876.0,2540.0,880.0,500001.0
7688,acima_37,sul,1622.0,355.0,903.0,314.0,183000.0
7689,ate_29,sul,1176.0,344.0,864.0,318.0,177700.0
7690,acima_37,sul,715.0,145.0,730.0,158.0,169500.0
7691,acima_37,sul,1363.0,395.0,1798.0,405.0,171200.0
7692,ate_37,sul,1468.0,303.0,1295.0,300.0,170600.0
7693,ate_37,sul,1981.0,484.0,1665.0,466.0,179100.0
7694,ate_37,sul,993.0,285.0,1044.0,248.0,187500.0
7695,ate_29,sul,4138.0,1171.0,3911.0,1068.0,181700.0
7696,acima_37,sul,1308.0,289.0,950.0,302.0,181500.0
7697,acima_37,sul,1434.0,394.0,1667.0,404.0,176300.0
7698,ate_37,sul,977.0,264.0,736.0,258.0,177400.0
7699,acima_37,sul,901.0,179.0,473.0,179.0,186400.0
7700,acima_37,sul,2079.0,568.0,1396.0,526.0,190800.0
7701,ate_29,sul,4834.0,1527.0,3847.0,1432.0,165300.0
7702,ate_29,sul,1983.0,651.0,2251.0,574.0,200000.0
7703,ate_37,sul,1588.0,454.0,739.0,392.0,238500.0
7704,acima_37,sul,2609.0,593.0,1055.0,585.0,309400.0
7705,acima_37,sul,2358.0,546.0,1065.0,523.0,320600.0
7706,ate_37,sul,2197.0,501.0,944.0,474.0,319400.0
7707,ate_37,sul,2933.0,619.0,1115.0,579.0,365900.0
7708,acima_37,sul,1253.0,225.0,492.0,224.0,386700.0
7709,acima_37,sul,2601.0,523.0,870.0,474.0,416700.0
7710,acima_37,sul,3798.0,586.0,975.0,525.0,500001.0
7711,ate_29,sul,8264.0,2437.0,3148.0,2274.0,281300.0
7712,acima_37,sul,1226.0,288.0,370.0,264.0,450000.0
7713,ate_37,sul,4524.0,1312.0,1910.0,1243.0,335300.0
7714,ate_29,sul,4625.0,1307.0,1739.0,1191.0,485000.0
7715,acima_37,sul,2799.0,596.0,1235.0,561.0,500001.0
7716,ate_29,sul,3653.0,956.0,1510.0,890.0,500001.0
7717,de_0_ate_18,sul,4814.0,1381.0,1897.0,1209.0,375000.0
7718,acima_37,sul,1311.0,217.0,578.0,205.0,500001.0
7719,acima_37,sul,1509.0,291.0,690.0,259.0,500001.0
7720,ate_37,sul,4345.0,1158.0,1987.0,1070.0,310000.0
7721,ate_29,sul,2522.0,616.0,991.0,574.0,362500.0
7722,ate_29,sul,2558.0,661.0,1183.0,636.0,500000.0
7723,acima_37,sul,2053.0,480.0,900.0,417.0,417900.0
7724,acima_37,sul,1241.0,210.0,526.0,214.0,334100.0
7725,acima_37,sul,1004.0,231.0,590.0,226.0,351000.0
7726,acima_37,sul,2352.0,598.0,1133.0,563.0,287500.0
7727,acima_37,sul,767.0,130.0,254.0,118.0,340400.0
7728,acima_37,sul,2614.0,569.0,1665.0,553.0,271600.0
7729,ate_37,sul,2237.0,592.0,1794.0,543.0,207700.0
7730,ate_37,sul,2846.0,727.0,2120.0,672.0,254200.0
7731,acima_37,sul,1913.0,441.0,1295.0,432.0,266400.0
7732,acima_37,sul,912.0,255.0,705.0,246.0,185700.0
7733,ate_37,sul,2101.0,569.0,1756.0,527.0,222100.0
7734,acima_37,sul,2098.0,486.0,1343.0,481.0,268600.0
7735,ate_37,sul,1893.0,450.0,819.0,426.0,140600.0
7736,ate_29,sul,9528.0,2075.0,3922.0,1920.0,304100.0
7737,ate_29,sul,11308.0,3039.0,5127.0,2839.0,228300.0
7738,acima_37,sul,1859.0,337.0,813.0,326.0,294500.0
7739,acima_37,sul,2395.0,458.0,1287.0,450.0,299000.0
7740,ate_37,sul,3259.0,967.0,2003.0,920.0,400000.0
7741,ate_37,sul,1821.0,588.0,1397.0,523.0,187500.0
7742,acima_37,sul,1489.0,282.0,743.0,270.0,456100.0
7743,ate_37,sul,2501.0,443.0,1031.0,422.0,442100.0
7744,ate_37,sul,1830.0,315.0,822.0,307.0,453700.0
7745,ate_37,sul,1313.0,244.0,561.0,217.0,359400.0
7746,ate_29,sul,3039.0,606.0,1421.0,564.0,345500.0
7747,ate_37,sul,1993.0,371.0,918.0,361.0,337600.0
7748,ate_29,sul,2287.0,491.0,1101.0,466.0,316900.0
7749,ate_29,sul,2387.0,418.0,1008.0,415.0,337900.0
7750,ate_29,sul,4151.0,1018.0,2054.0,925.0,292900.0
7751,de_0_ate_18,sul,2791.0,579.0,1467.0,583.0,321900.0
7752,ate_37,sul,2787.0,475.0,1182.0,444.0,352700.0
7753,de_0_ate_18,sul,1778.0,311.0,908.0,330.0,329300.0
7754,ate_37,sul,3533.0,729.0,1647.0,679.0,384600.0
7755,ate_29,sul,4430.0,928.0,2131.0,885.0,378100.0
7756,ate_29,sul,5775.0,1149.0,2637.0,1117.0,379800.0
7757,acima_37,sul,3070.0,570.0,1264.0,506.0,432700.0
7758,ate_37,sul,2152.0,454.0,902.0,414.0,427200.0
7759,ate_29,sul,2270.0,498.0,1070.0,521.0,384800.0
7760,acima_37,sul,1318.0,237.0,547.0,225.0,416700.0
7761,ate_37,sul,1822.0,364.0,750.0,366.0,500001.0
7762,acima_37,sul,1889.0,301.0,802.0,278.0,488500.0
7763,acima_37,sul,2400.0,373.0,877.0,372.0,500001.0
7764,ate_37,sul,1018.0,148.0,329.0,169.0,500001.0
7765,ate_37,sul,2349.0,407.0,954.0,373.0,483600.0
7766,ate_29,sul,1975.0,306.0,703.0,292.0,410300.0
7767,ate_37,sul,4421.0,702.0,1433.0,624.0,500001.0
7768,ate_37,sul,10445.0,1620.0,4474.0,1576.0,500001.0
7769,ate_29,sul,11353.0,1537.0,4649.0,1504.0,500001.0
7770,ate_29,sul,8277.0,1290.0,3176.0,1159.0,500001.0
7771,ate_29,sul,3295.0,824.0,1477.0,770.0,105800.0
7772,ate_29,sul,4694.0,820.0,3566.0,777.0,166200.0
7773,acima_37,sul,712.0,149.0,533.0,155.0,165200.0
7774,ate_37,sul,1790.0,334.0,1277.0,345.0,186800.0
7775,ate_37,sul,1869.0,441.0,1516.0,432.0,178500.0
7776,de_0_ate_18,sul,2807.0,868.0,2729.0,803.0,172400.0
7777,ate_29,sul,2012.0,732.0,3483.0,731.0,181300.0
7778,de_0_ate_18,sul,2594.0,1028.0,3950.0,973.0,177200.0
7779,acima_37,sul,2000.0,485.0,1439.0,461.0,192000.0
7780,ate_29,sul,3794.0,989.0,2454.0,876.0,204200.0
7781,ate_29,sul,1875.0,710.0,2555.0,657.0,162500.0
7782,acima_37,sul,477.0,91.0,220.0,112.0,223800.0
7783,acima_37,sul,1957.0,389.0,985.0,414.0,240200.0
7784,acima_37,sul,1696.0,372.0,835.0,385.0,222400.0
7785,ate_29,sul,2790.0,748.0,1351.0,697.0,283600.0
7786,ate_29,sul,6429.0,1611.0,2806.0,1491.0,265200.0
7787,ate_29,sul,3345.0,818.0,1599.0,773.0,241500.0
7788,acima_37,sul,1582.0,279.0,603.0,283.0,414300.0
7789,acima_37,sul,1388.0,286.0,547.0,258.0,444700.0
7790,ate_29,sul,4084.0,1062.0,1637.0,987.0,256300.0
7791,ate_37,sul,2696.0,713.0,905.0,659.0,373500.0
7792,ate_37,sul,917.0,181.0,379.0,183.0,425000.0
7793,ate_37,sul,3110.0,650.0,1212.0,642.0,394400.0
7794,ate_37,sul,4624.0,781.0,1572.0,719.0,500001.0
7795,ate_29,sul,5076.0,1034.0,2021.0,960.0,309200.0
7796,acima_37,sul,730.0,126.0,230.0,125.0,500001.0
7797,ate_29,sul,2347.0,608.0,785.0,548.0,425000.0
7798,ate_29,sul,4312.0,1214.0,1634.0,1097.0,362500.0
7799,acima_37,sul,3759.0,464.0,1407.0,422.0,500001.0
7800,acima_37,sul,1244.0,304.0,444.0,282.0,430800.0
7801,ate_29,sul,833.0,230.0,349.0,210.0,375000.0
7802,acima_37,sul,3143.0,553.0,1153.0,564.0,500001.0
7803,acima_37,sul,1213.0,194.0,503.0,194.0,500001.0
7804,acima_37,sul,3299.0,831.0,1649.0,759.0,500001.0
7805,acima_37,sul,2975.0,705.0,1291.0,654.0,500001.0
7806,acima_37,sul,1621.0,314.0,724.0,311.0,474100.0
7807,acima_37,sul,3105.0,559.0,1253.0,531.0,500001.0
7808,acima_37,sul,1467.0,203.0,577.0,204.0,500001.0
7809,ate_29,sul,2814.0,701.0,1139.0,658.0,460000.0
7810,acima_37,sul,1492.0,277.0,666.0,289.0,340400.0
7811,acima_37,sul,1230.0,279.0,669.0,269.0,308300.0
7812,acima_37,sul,2089.0,312.0,834.0,305.0,500001.0
7813,acima_37,sul,1873.0,286.0,635.0,283.0,461300.0
7814,acima_37,sul,101.0,23.0,85.0,30.0,237500.0
7815,acima_37,sul,1366.0,375.0,1237.0,370.0,230900.0
7816,ate_29,sul,1722.0,536.0,1161.0,481.0,232500.0
7817,ate_29,sul,1450.0,509.0,746.0,437.0,55000.0
7818,acima_37,sul,1577.0,421.0,1042.0,375.0,314500.0
7819,acima_37,sul,2521.0,647.0,1091.0,597.0,322900.0
7820,acima_37,sul,2447.0,636.0,1312.0,574.0,279400.0
7821,ate_37,sul,4424.0,918.0,2101.0,888.0,355100.0
7822,ate_29,sul,1101.0,285.0,543.0,294.0,340600.0
7823,acima_37,sul,1565.0,269.0,826.0,268.0,485700.0
7824,ate_37,sul,1465.0,386.0,1104.0,345.0,339100.0
7825,acima_37,sul,612.0,135.0,402.0,142.0,314900.0
7826,acima_37,sul,1097.0,186.0,513.0,185.0,361400.0
7827,acima_37,sul,2700.0,510.0,1146.0,506.0,345900.0
